id,camera_id,housing_id,lens_id,gear_id,adapter_id,extension1_id,extension2_id,port_id,notes,created_at,extension3_id
7499,62,96,314,310,,113,,121,,2025-11-03 00:49:35.277859+00,
7500,62,96,314,310,,114,,119,,2025-11-03 00:49:35.378191+00,
7501,62,96,314,310,,114,,124,,2025-11-03 00:49:35.484677+00,
7502,62,96,314,310,,114,,121,,2025-11-03 00:49:35.586315+00,
7503,62,96,314,310,,111,,117,,2025-11-03 00:49:35.68679+00,
7504,62,96,314,310,,111,,81,,2025-11-03 00:49:35.791456+00,
7505,62,96,314,310,,111,,80,,2025-11-03 00:49:35.890293+00,
7506,62,96,314,310,,112,,117,,2025-11-03 00:49:35.987984+00,
7507,62,96,314,310,,112,,81,,2025-11-03 00:49:36.089135+00,
7508,62,96,314,310,,112,,80,,2025-11-03 00:49:36.191216+00,
7509,62,96,339,319,,,,114,,2025-11-03 00:49:36.291778+00,
7510,62,96,339,319,,100,,119,,2025-11-03 00:49:36.395304+00,
7511,62,96,339,319,,100,,121,,2025-11-03 00:49:36.493871+00,
7512,62,96,339,319,,100,,81,,2025-11-03 00:49:36.598035+00,
7513,62,96,339,319,,100,,80,,2025-11-03 00:49:36.697222+00,
7514,62,96,339,319,,101,,119,,2025-11-03 00:49:36.801416+00,
7515,62,96,339,319,,101,,121,,2025-11-03 00:49:36.903402+00,
7516,62,96,339,319,,101,,81,,2025-11-03 00:49:36.998785+00,
7517,62,96,339,319,,101,,80,,2025-11-03 00:49:37.098921+00,
7518,62,96,339,319,,98,,116,,2025-11-03 00:49:37.20334+00,
7519,62,96,339,319,,99,,116,,2025-11-03 00:49:37.303418+00,
7520,62,96,340,320,,100,,114,,2025-11-03 00:49:37.407122+00,
7521,62,96,340,320,,101,,114,,2025-11-03 00:49:37.504841+00,
7522,62,96,340,320,,111,,119,,2025-11-03 00:49:37.607063+00,
7523,62,96,340,320,,111,,121,,2025-11-03 00:49:37.715851+00,
7524,62,96,340,320,,112,,119,,2025-11-03 00:49:37.817662+00,
7525,62,96,340,320,,112,,121,,2025-11-03 00:49:37.916335+00,
7526,62,96,340,320,,104,,116,,2025-11-03 00:49:38.014026+00,
7527,62,96,340,320,,104,,81,,2025-11-03 00:49:38.111621+00,
7528,62,96,340,320,,104,,80,,2025-11-03 00:49:38.211084+00,
7529,62,96,340,320,,105,,116,,2025-11-03 00:49:38.311231+00,
7530,62,96,340,320,,105,,81,,2025-11-03 00:49:38.415032+00,
7531,62,96,340,320,,105,,80,,2025-11-03 00:49:38.514795+00,
7532,62,96,341,261,,100,,140,,2025-11-03 00:49:38.61879+00,
7533,62,96,341,261,,101,,140,,2025-11-03 00:49:38.719827+00,
