id,name,prefecture,created_at,updated_at,latitude,longitude
368,宮古島,沖縄県,2025-10-09T09:23:44.944159+00:00,2025-10-09T09:23:44.944159+00:00,24.813957,125.305579
369,八重山周辺,沖縄県,2025-10-09T09:23:44.944159+00:00,2025-10-09T09:23:44.944159+00:00,24.4710165,124.2385061
370,セブ島,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,10.3492965,123.7815476
371,ボホール島,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,9.8807822,124.2064612
372,アニラオ,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,10.9789447,122.7511638
373,トゥバタハ岩礁,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,8.8962332,119.9202777
374,マラパスクア島,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,11.3269582,124.1124497
375,コロン島,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,11.897307,120.2382323
376,アポ島,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,9.1865495,123.2687352
377,ドゥマゲッティ,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,9.3054777,123.3080446
378,プエルトガレラ,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,13.5017104,120.9543353
379,ラジャ・アンパット,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-1.7627849,130.1443213
380,コモド島,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-8.6069899,119.5729395
381,バリ島,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-8.4557209,115.2704299
383,ブナケン国立公園,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,1.6732183,124.758243
384,レンベ海峡,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
385,ワカトビ,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-5.9011111,124.1165972
386,ギリ・トラワンガン,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-7.1701362,112.6306296
387,アンボン,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-3.6959434,128.178785
388,シパダン島,マレーシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,4.11483,118.6288155
389,マブール島,マレーシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,4.2457897,118.6313299
390,カパライ島,マレーシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
391,ラヤンラヤン島,マレーシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,7.3740726,113.8193496
392,ペルヘンティアン島,マレーシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,5.9028873,102.7557466
393,ティオマン島,マレーシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,2.8065444,104.1721564
394,タオ島,タイ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,25.0793174,121.2345977
395,シミラン諸島,タイ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,8.5675819,97.6357168
396,リチェリューロック,タイ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,9.3634061,98.0220602
397,ピピ島,タイ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,12.935749,100.6741103
398,ヒンデーン・ヒンムアン,タイ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,28.3235625,-81.2266094
399,アリ環礁,モルディブ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,3.8810819,72.8317483
400,バア環礁,モルディブ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,4.8806627,72.8532558
401,北マーレ環礁,モルディブ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,4.4378138,73.5396643
402,南マーレ環礁,モルディブ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,3.9690661,73.4311274
403,フヴァンムラ,モルディブ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-0.2948408,73.424065
411,ブルーコーナー,パラオ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,41.1822718,9.3256954
412,ジャーマンチャネル,パラオ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,7.1276454,134.2857331
413,ウーロンチャネル,パラオ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
414,ジェリーフィッシュレイク,パラオ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,7.1612647,134.3764261
415,チューク,ミクロネシア連邦,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,6.5697559,99.4670941
416,ヤップ島,ミクロネシア連邦,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,9.5161325,138.0970353
417,サイパン,北マリアナ諸島,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,15.1204908,145.7296252
418,テニアン島,北マリアナ諸島,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,15.0119015,145.6291659
419,ロタ島,北マリアナ諸島,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,14.1553603,145.2114812
420,グレートバリアリーフ,オーストラリア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-16.35,145.9
421,ヨンガラレック,オーストラリア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
422,ニンガルーリーフ,オーストラリア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-23.1416331,113.7734121
423,ロード・ハウ島,オーストラリア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-33.8752873,151.190467
424,キンベ湾,パプアニューギニア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-5.5502054,150.1445441
425,アロタウ,パプアニューギニア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-10.3060931,150.4464005
426,マダン,パプアニューギニア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-5.212038,145.8054231
427,タベウニ島,フィジー,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-16.8261493,-179.9354607
428,ベカ・ラグーン,フィジー,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,0.1959915,-176.4780574
429,イル・デ・パン,ニューカレドニア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,48.6443057,2.7537863
430,ランギロア環礁,タヒチ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
431,ファカラバ環礁,タヒチ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
432,ダハブ,エジプト,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,34.9123735,36.4939763
433,シャルム・エル・シェイク,エジプト,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,48.3725412,6.2933856
434,ハルガダ,エジプト,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,27.222556,33.8307062
435,ブラザーズ諸島,エジプト,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,26.3019989,34.8630688
436,サンガネブ環礁,スーダン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,19.751015,37.4528475
437,サーディンラン,南アフリカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,9.9496111,123.3646696
438,アリワル・ショール,南アフリカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-30.2454855,30.9074947
439,ザンジバル島,タンザニア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-6.1679223,39.2228462
440,トフォ,モザンビーク,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-23.8543498,35.5464133
441,アルダブラ環礁,セーシェル,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
442,カンクン,メキシコ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,21.0406984,-86.881759
443,コスメル島,メキシコ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,20.4320599,-86.9206906
444,ラパス,メキシコ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,24.1619948,-110.3158532
445,ソコロ諸島,メキシコ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,18.7927418,-110.9820313
446,カボ・プルモ,メキシコ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,22.8938884,-109.92006
447,グレート・ブルーホール,ベリーズ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,35.63422,-83.402366
448,ターンエフ環礁,ベリーズ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
449,ココ島,コスタリカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-12.0728315,96.8409375
450,ロアタン島,ホンジュラス,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,16.3490211,-86.4977513
451,ウティラ島,ホンジュラス,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,16.0965455,-86.9487998
452,グランドケイマン,ケイマン諸島,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,19.3298472,-81.1712216
453,ボネール島海洋公園,ボネール,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,12.2009971,-68.3079578
454,タイガービーチ,バハマ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,40.4285947,-80.0861962
455,エグズーマ,バハマ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,23.9685,-76.1799049
456,ハワイ,アメリカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,19.5895548,-155.4486983
457,フロリダ・キーズ,アメリカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,27.7567667,-81.4639835
458,カリフォルニア,アメリカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,37.7427578,-122.4769921
459,ガラパゴス諸島,エクアドル,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-0.628815,-90.3638752
461,マルペロ島,コロンビア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,4.0032327,-81.6081487
462,フェルナンド・デ・ノローニャ,ブラジル,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,7.8837668,-67.4708615
463,イースター島,チリ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-27.1259317,-109.3495887
464,シルフラ,アイスランド,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,64.2551903,-21.1169415
465,ゴゾ島,マルタ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,36.0467778,14.2582565
466,チリケワ,マルタ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
467,ポルトフィーノ,イタリア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,44.336637,9.2168622
468,メデス諸島,スペイン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,42.0529844,3.2052901
469,アゾレス諸島,ポルトガル,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,37.8085565,-25.4731374
470,ヴィス島,クロアチア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,43.0434206,16.1654725
471,ロンブロン島,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,12.3864421,122.5864285
472,シキホール島,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,9.1978525,123.5594889
473,ダーウィン,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,9.2299804,123.2251154
474,サバン・ビーチ,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,7.2228389,125.4093322
475,アロール島,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-8.2911448,124.7777164
476,デラワン諸島,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,2.2841235,118.2435287
477,マラトゥア島,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,2.2374937,118.5728007
478,バンダ海,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-5.5,126.5
479,ゴロンタロ,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,0.7186174,122.4555927
480,ランカヤン島,マレーシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,6.5070043,117.91767
481,サムイ島,タイ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,9.5013945,99.9956193
482,パタヤ,タイ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,22.4730304,114.2323996
483,コンダオ島,ベトナム,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,8.7318724,106.6322895
484,ニャチャン,ベトナム,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,12.2084991,109.2871204
485,ロン島,カンボジア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,10.715676,103.2473427
486,トリンコマリー,スリランカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,8.576425,81.2344952
487,ヒッカドゥワ,スリランカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,6.140753,80.1028181
488,デイマニヤート諸島,オマーン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,23.8546138,58.0661493
489,アカバ,ヨルダン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,29.6099965,35.018937
490,フジャイラ,アラブ首長国連邦,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,25.4147357,56.2313667
491,タジュラ湾,ジブチ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,11.7215355,42.9717959
492,ワタム海洋国立公園,ケニア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-3.3609935,39.9663294
493,ノシ・ベ,マダガスカル,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,41.1470917,-8.6168
494,フリッカン・フラック,モーリシャス,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
495,エスピリトゥサント島,バヌアツ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-15.1563411,167.0510705
496,ガダルカナル島,ソロモン諸島,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-9.5984209,160.1485117
497,ギゾ島,ソロモン諸島,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-8.0750297,156.7871154
498,ビキニ環礁,マーシャル諸島,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,11.5388875,165.2722315
499,ババウ諸島,トンガ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-18.6231468,-174.002138
500,ラロトンガ島,クック諸島,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-21.2368312,-159.7774744
501,サバイイ島,サモア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
502,ニウエ島,ニウエ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,39.9075683,9.2786421
503,プア・ナイツ諸島,ニュージーランド,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-38.7635199,176.6970461
506,ノースカロライナ,アメリカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,35.6729639,-79.0392919
508,バンクーバー島,カナダ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,49.5929495,-125.702557
509,トバモリー,カナダ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,45.234697,-81.6430491
510,ビミニ島,バハマ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,25.7032538,-79.2733449
511,ハルディネス・デ・ラ・レイナ,キューバ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
512,グレースベイ,タークス・カイコス諸島,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,46.1949393,-59.9561999
513,シルバーバンク,ドミニカ共和国,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-20.2438935,57.4960204
514,デセチェオ島,プエルトリコ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,18.3838611,-67.4809844
515,キュラソー島,オランダ領アンティル,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,12.2135136,-69.040892
516,サバ島,オランダ領アンティル,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,35.1940148,102.5063895
517,アンティラ号,アルバ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,12.602098,-70.0577618
518,スフリエール海洋保護区,セントルシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,13.8548517,-61.059694
519,ビアンカC,グレナダ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,38.8976387,-77.0365528
520,アブロリョス諸島,ブラジル,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-28.4636066,113.6975593
521,コイバ島,パナマ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,7.4834265,-81.7959155
522,パロミノ諸島,ペルー,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-12.1294858,-77.2332306
523,スカパ・フロー,イギリス,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,52.2830246,-1.5838605
524,ランディ島,イギリス,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-8.3329445,115.3795803
525,アラン諸島,アイルランド,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,39.6557953,3.0626773
526,ロフォーテン諸島,ノルウェー,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
527,グーレン,ノルウェー,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,59.3530197,10.7314354
528,バルト海,スウェーデン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,56,18
529,バイカル湖,ロシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,53.6167299,108.1307186
530,ラルナカ,キプロス,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,34.9236095,33.6236184
531,サントリーニ島,ギリシャ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,36.7173241,25.3331121
532,キオス島,ギリシャ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,38.3758132,26.0646552
533,サルデーニャ島,イタリア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,40.0615028,9.0975894
534,ウスティカ島,イタリア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,38.7104559,13.1912999
535,コルシカ島,フランス,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,42.188098,9.0683139
536,カナリア諸島,スペイン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,28.2935785,-16.6214471
537,テネリフェ島,スペイン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,28.2935785,-16.6214471
538,マデイラ島,ポルトガル,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,32.7517501,-16.9817487
539,コルナティ国立公園,クロアチア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,43.7734466,15.3365118
540,カシュ,トルコ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,36.1995075,29.6394998
541,ラルボット海洋保護区,モナコ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
542,レイテ島,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,11.2813814,124.7213338
543,サブライヤン,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
544,スービック湾,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,14.7849787,120.2339799
545,カミギン島,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,9.1682009,124.7137084
546,パングラオ島,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,9.594752,123.8071692
547,サンボアンガ,フィリピン,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,6.9046876,122.0764868
548,バンカ島,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-2.7052886,106.3585607
549,ブリー,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-4.6693718,123.167053
550,トギアン諸島,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-0.3811424,121.9442056
551,ウェ島,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-0.8144309,122.3718925
552,サンガラキ島,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,2.0862854,118.3994784
553,カカバン島,インドネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,2.1394522,118.5400151
556,アタウロ島,東ティモール,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-8.2179324,125.581923
557,ランカウイ島,マレーシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,6.3682606,99.7929851
558,クチン,マレーシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,1.5597561,110.345397
559,ルコンニア礁,マレーシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,5.02381,112.63868
560,リペ島,タイ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,37.5553038,15.1480317
561,チャン島,タイ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-53.0487916,73.2196494
562,ランタ島,タイ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,60.2767964,20.5288919
563,ホイアン,ベトナム,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,15.8880397,108.3367883
564,フーコック島,ベトナム,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,10.2062252,103.9655797
565,コ・タン,カンボジア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,41.0618411,29.0374064
566,メルギー諸島,ミャンマー,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,12.1966099,98.409336
567,ブルーホール,グアム,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,28.5723028,34.5373553
568,クレバス,グアム,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,46.0648389,7.1506371
569,東海丸,グアム,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,21.6954805,108.3655959
570,コスラエ島,ミクロネシア連邦,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,5.3142621,162.9811154
571,ポンペイ島,ミクロネシア連邦,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,6.8870468,158.2406138
572,マジュロ環礁,マーシャル諸島,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,7.1103499,171.2231827
573,クェゼリン環礁,マーシャル諸島,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,9.1604635,167.0795542
574,クリスマス島（キリバス）,キリバス,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,1.870583,-157.422722
575,ナウル島,ナウル,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-0.5280795,166.9313235
576,ウポル島,サモア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-14.0150613,-171.4245844
577,カダブ島,フィジー,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-19.047994,178.3629377
578,ママヌザ諸島,フィジー,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-17.7495601,177.1706455
580,ボラボラ島,フランス領ポリネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-16.5043467,-151.7366886
581,モーレア島,フランス領ポリネシア,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-17.533306,-149.8386006
582,アイツタキ環礁,クック諸島,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,,
583,フロリダ,アメリカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,27.7567667,-81.4639835
585,テキサス,アメリカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,31.2638905,-98.5456116
586,ワシントン州,アメリカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,47.2868352,-120.212613
587,ミズーリ州,アメリカ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,38.7604815,-92.5617875
588,イスラ・ムヘーレス,メキシコ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,-33.7675148,150.735247
589,プラヤ・デル・カルメン,メキシコ,2026-01-30T14:03:34.740539+00:00,2026-01-30T14:03:34.740539+00:00,14.3510945,100.5618112
